Template;Variant;SCM Shop;Rarity;Excluded;Screen Name;Stance;LoA;Equipment Type;Item Set;Item Type;Req. Stat;ModMin;ModMax
bd_un_br_f_bone;base;v_f_bd_s;unique;;Bone Plate;Fighter;;armor;;bd;str;6;20
bd_un_br_f_copper;base;v_f_bd_s;unique;;Copper Plate;Fighter;;armor;;bd;str;3;12
bd_un_br_f_d_c_str;base;v_f_bd_s;unique;;Cirene Scale;Fighter;;armor;;bd;str;4;15
bd_un_br_f_spider;base;v_f_bd_s;unique;;Black Widow Brigandine;Fighter;;armor;;bd;str;5;19
bd_un_br_r_d_o_str;base;v_r_amr_s;unique;;Plate Coat;Ranger;;armor;;bd;str;9;39
bd_un_fp_f_g_c_mag;base;v_f_bd_s;unique;;Magical Plate;Fighter;;armor;;bd;str;10;36
bd_un_fp_f_g_c_mag;o_mag;v_f_bd_s;unique;;Magical Plate;Fighter;;armor;;bd;str;1;10
bd_un_pl_f_crystal;base;v_f_bd_s;unique;;Crystal Plate;Fighter;;armor;;bd;str;7;24
bd_un_pl_f_g_c_avg;base;v_f_bd_s;unique;;Solid Plate;Fighter;;armor;;bd;str;0;0
bd_un_pl_f_g_c_avg;c_fin;v_f_bd_s;unique;;Solid Plate;Fighter;;armor;;bd;str;1;10
bd_un_pl_f_g_c_fun;base;v_f_bd_s;unique;;Standard Plate;Fighter;;armor;;bd;str;0;0
bo_bo_br_f_g_c_avg;base;v_f_bo_n;;;Brigandine Boots;Fighter;;armor;;bo;str;0;0
bo_bo_br_f_g_c_avg;c_fin;v_f_bo_n;;;Brigandine Boots;Fighter;;armor;;bo;str;1;2
bo_bo_br_f_g_c_avg;c_mag;v_f_bo_n;;;Brigandine Boots;Fighter;;armor;;bo;str;7;10
bo_bo_br_f_g_c_avg;c_str;v_f_bo_n;;;Brigandine Boots;Fighter;;armor;;bo;str;4;7
bo_bo_br_f_g_c_avg;o_avg;v_f_bo_n;;;Brigandine Boots;Fighter;;armor;;bo;str;1;3
bo_bo_br_f_g_c_avg;o_fin;v_f_bo_n;;;Brigandine Boots;Fighter;;armor;;bo;str;3;5
bo_bo_br_f_g_c_avg;o_mag;v_f_bo_n;;;Brigandine Boots;Fighter;;armor;;bo;str;9;12
bo_bo_br_f_g_c_avg;o_str;v_f_bo_n;;;Brigandine Boots;Fighter;;armor;;bo;str;6;9
bo_bo_ch_f_g_c_avg;base;v_f_bo_n;;;Chain Boots;Fighter;;armor;;bo;str;0;1
bo_bo_ch_f_g_c_avg;c_fin;v_f_bo_n;;;Chain Boots;Fighter;;armor;;bo;str;1;3
bo_bo_ch_f_g_c_avg;c_mag;v_f_bo_n;;;Chain Boots;Fighter;;armor;;bo;str;11;15
bo_bo_ch_f_g_c_avg;c_str;v_f_bo_n;;;Chain Boots;Fighter;;armor;;bo;str;6;10
bo_bo_ch_f_g_c_avg;o_avg;v_f_bo_n;;;Chain Boots;Fighter;;armor;;bo;str;2;6
bo_bo_ch_f_g_c_avg;o_fin;v_f_bo_n;;;Chain Boots;Fighter;;armor;;bo;str;4;8
bo_bo_ch_f_g_c_avg;o_mag;v_f_bo_n;;;Chain Boots;Fighter;;armor;;bo;str;13;18
bo_bo_ch_f_g_c_avg;o_str;v_f_bo_n;;;Chain Boots;Fighter;;armor;;bo;str;8;13
bo_bo_le_f_g_c_avg;base;v_f_bo_n;;;Leather Boots;Fighter;;armor;;bo;;0;0
bo_bo_le_f_g_c_avg;c_fin;v_f_bo_n;;;Leather Boots;Fighter;;armor;;bo;;1;2
bo_bo_le_f_g_c_avg;c_mag;v_f_bo_n;;;Leather Boots;Fighter;;armor;;bo;str;4;6
bo_bo_le_f_g_c_avg;c_str;v_f_bo_n;;;Leather Boots;Fighter;;armor;;bo;str;2;3
bo_bo_le_f_g_c_avg;o_avg;v_f_bo_n;;;Leather Boots;Fighter;;armor;;bo;str;1;2
bo_bo_le_f_g_c_avg;o_fin;v_f_bo_n;;;Leather Boots;Fighter;;armor;;bo;str;1;2
bo_bo_le_f_g_c_avg;o_mag;v_f_bo_n;;;Leather Boots;Fighter;;armor;;bo;str;5;6
bo_bo_le_f_g_c_avg;o_str;v_f_bo_n;;;Leather Boots;Fighter;;armor;;bo;str;3;5
bo_bo_le_f_g_c_healthy;;v_f_bo_s;;excluded;Healthy Boots;Fighter;;armor;;bo;;;
bo_bo_le_f_g_c_satin;;v_m_hgb_s;;excluded;Satin Boots;Mage;;armor;;bo;int;;
bo_bo_le_light;;v_any;;excluded;Light Boots;;;armor;;bo;;;
bo_bo_sc_f_g_c_avg;base;v_f_bo_n;;;Scale Boots;Fighter;;armor;;bo;str;0;0
bo_bo_sc_f_g_c_avg;c_fin;v_f_bo_n;;;Scale Boots;Fighter;;armor;;bo;str;1;2
bo_bo_sc_f_g_c_avg;c_mag;v_f_bo_n;;;Scale Boots;Fighter;;armor;;bo;str;8;11
bo_bo_sc_f_g_c_avg;c_str;v_f_bo_n;;;Scale Boots;Fighter;;armor;;bo;str;4;8
bo_bo_sc_f_g_c_avg;o_avg;v_f_bo_n;;;Scale Boots;Fighter;;armor;;bo;str;1;4
bo_bo_sc_f_g_c_avg;o_fin;v_f_bo_n;;;Scale Boots;Fighter;;armor;;bo;str;3;6
bo_bo_sc_f_g_c_avg;o_mag;v_f_bo_n;;;Scale Boots;Fighter;;armor;;bo;str;10;13
bo_bo_sc_f_g_c_avg;o_str;v_f_bo_n;;;Scale Boots;Fighter;;armor;;bo;str;6;9
bo_bo_sl_f_g_c_avg;base;v_f_bo_n;;;Studded Leather Boots;Fighter;;armor;;bo;str;0;0
bo_bo_sl_f_g_c_avg;c_fin;v_f_bo_n;;;Studded Leather Boots;Fighter;;armor;;bo;str;1;2
bo_bo_sl_f_g_c_avg;c_mag;v_f_bo_n;;;Studded Leather Boots;Fighter;;armor;;bo;str;5;7
bo_bo_sl_f_g_c_avg;c_str;v_f_bo_n;;;Studded Leather Boots;Fighter;;armor;;bo;str;3;4
bo_bo_sl_f_g_c_avg;o_avg;v_f_bo_n;;;Studded Leather Boots;Fighter;;armor;;bo;str;1;2
bo_bo_sl_f_g_c_avg;o_fin;v_f_bo_n;;;Studded Leather Boots;Fighter;;armor;;bo;str;2;3
bo_bo_sl_f_g_c_avg;o_mag;v_f_bo_n;;;Studded Leather Boots;Fighter;;armor;;bo;str;6;8
bo_bo_sl_f_g_c_avg;o_str;v_f_bo_n;;;Studded Leather Boots;Fighter;;armor;;bo;str;4;6
bo_gr_ba_f_g_c_avg;base;v_f_bo_n;;;Banded Greaves;Fighter;;armor;;bo;str;0;0
bo_gr_ba_f_g_c_avg;c_fin;v_f_bo_n;;;Banded Greaves;Fighter;;armor;;bo;str;1;4
bo_gr_ba_f_g_c_avg;c_mag;v_f_bo_n;;;Banded Greaves;Fighter;;armor;;bo;str;10;14
bo_gr_ba_f_g_c_avg;c_str;v_f_bo_n;;;Banded Greaves;Fighter;;armor;;bo;str;5;11
bo_gr_ba_f_g_c_avg;o_avg;v_f_bo_n;;;Banded Greaves;Fighter;;armor;;bo;str;2;6
bo_gr_ba_f_g_c_avg;o_fin;v_f_bo_n;;;Banded Greaves;Fighter;;armor;;bo;str;4;9
bo_gr_ba_f_g_c_avg;o_mag;v_f_bo_n;;;Banded Greaves;Fighter;;armor;;bo;str;12;17
bo_gr_ba_f_g_c_avg;o_str;v_f_bo_n;;;Banded Greaves;Fighter;;armor;;bo;str;8;12
bo_gr_bl_f_g_c_avg;base;v_f_bo_n;;;Boiled Leather Greaves;Fighter;;armor;;bo;str;0;0
bo_gr_bl_f_g_c_avg;c_fin;v_f_bo_n;;;Boiled Leather Greaves;Fighter;;armor;;bo;str;1;2
bo_gr_bl_f_g_c_avg;c_mag;v_f_bo_n;;;Boiled Leather Greaves;Fighter;;armor;;bo;str;6;9
bo_gr_bl_f_g_c_avg;c_str;v_f_bo_n;;;Boiled Leather Greaves;Fighter;;armor;;bo;str;3;5
bo_gr_bl_f_g_c_avg;o_avg;v_f_bo_n;;;Boiled Leather Greaves;Fighter;;armor;;bo;str;1;2
bo_gr_bl_f_g_c_avg;o_fin;v_f_bo_n;;;Boiled Leather Greaves;Fighter;;armor;;bo;str;2;4
bo_gr_bl_f_g_c_avg;o_mag;v_f_bo_n;;;Boiled Leather Greaves;Fighter;;armor;;bo;str;8;11
bo_gr_bl_f_g_c_avg;o_str;v_f_bo_n;;;Boiled Leather Greaves;Fighter;;armor;;bo;str;5;7
bo_gr_fp_f_g_c_avg;base;v_f_bo_n;;;Full Plate Greaves;Fighter;;armor;;bo;str;0;2
bo_gr_fp_f_g_c_avg;c_fin;v_f_bo_n;;;Full Plate Greaves;Fighter;;armor;;bo;str;1;6
bo_gr_fp_f_g_c_avg;c_mag;v_f_bo_n;;;Full Plate Greaves;Fighter;;armor;;bo;str;15;20
bo_gr_fp_f_g_c_avg;c_str;v_f_bo_n;;;Full Plate Greaves;Fighter;;armor;;bo;str;9;16
bo_gr_fp_f_g_c_avg;o_avg;v_f_bo_n;;;Full Plate Greaves;Fighter;;armor;;bo;str;4;10
bo_gr_fp_f_g_c_avg;o_fin;v_f_bo_n;;;Full Plate Greaves;Fighter;;armor;;bo;str;6;13
bo_gr_fp_f_g_c_avg;o_mag;v_f_bo_n;;;Full Plate Greaves;Fighter;;armor;;bo;str;17;24
bo_gr_fp_f_g_c_avg;o_str;v_f_bo_n;;;Full Plate Greaves;Fighter;;armor;;bo;str;12;18
bo_ra_bo_br_f_g_c_fin;base;v_f_bo_s;rare;;Sporting Boots;Fighter;;armor;;bo;str;1;2
bo_ra_bo_br_f_g_c_fin;c_mag;v_f_bo_s;rare;;Sporting Boots;Fighter;;armor;;bo;str;8;11
bo_ra_bo_br_f_g_c_fin;o_fin;v_f_bo_s;rare;;Sporting Boots;Fighter;;armor;;bo;str;3;6
bo_ra_bo_ch_f_g_c_fin;base;v_f_bo_s;rare;;Kicker Boots;Fighter;;armor;;bo;str;1;4
bo_ra_bo_ch_f_g_c_fin;c_mag;v_f_bo_s;rare;;Kicker Boots;Fighter;;armor;;bo;str;11;15
bo_ra_bo_ch_f_g_c_fin;o_fin;v_f_bo_s;rare;;Kicker Boots;Fighter;;armor;;bo;str;4;9
bo_ra_bo_ch_f_g_c_fin;o_str;v_f_bo_s;rare;;Kicker Boots;Fighter;;armor;;bo;str;9;13
bo_ra_bo_le_f_g_c_fin;base;v_f_bo_s;rare;;Ready Boots;Fighter;;armor;;bo;;1;2
bo_ra_bo_le_f_g_c_fin;o_fin;v_f_bo_s;rare;;Ready Boots;Fighter;;armor;;bo;str;1;3
bo_ra_bo_sc_f_g_c_fin;base;v_f_bo_s;rare;;Blade Boots;Fighter;;armor;;bo;str;1;3
bo_ra_bo_sc_f_g_c_fin;o_fin;v_f_bo_s;rare;;Blade Boots;Fighter;;armor;;bo;str;3;7
bo_ra_bo_sc_f_g_c_fin;o_mag;v_f_bo_s;rare;;Blade Boots;Fighter;;armor;;bo;str;10;14
bo_ra_bo_sl_f_g_c_fin;base;v_f_bo_s;rare;;Rock Pelt Boots;Fighter;;armor;;bo;str;1;3
bo_ra_bo_sl_f_g_c_fin;o_fin;v_f_bo_s;rare;;Rock Pelt Boots;Fighter;;armor;;bo;str;2;4
bo_ra_bo_sl_f_g_c_fin;o_str;v_f_bo_s;rare;;Rock Pelt Boots;Fighter;;armor;;bo;str;4;6
bo_ra_gr_ba_f_g_c_fin;base;v_f_bo_s;rare;;Pain Greaves;Fighter;;armor;;bo;str;1;4
bo_ra_gr_ba_f_g_c_fin;o_fin;v_f_bo_s;rare;;Pain Greaves;Fighter;;armor;;bo;str;4;9
bo_ra_gr_ba_f_g_c_fin;o_mag;v_f_bo_s;rare;;Pain Greaves;Fighter;;armor;;bo;str;12;17
bo_ra_gr_bl_f_g_c_fin;base;v_f_bo_s;rare;;Hunter Greaves;Fighter;;armor;;bo;str;1;2
bo_ra_gr_bl_f_g_c_fin;c_mag;v_f_bo_s;rare;;Hunter Greaves;Fighter;;armor;;bo;str;7;9
bo_ra_gr_bl_f_g_c_fin;o_fin;v_f_bo_s;rare;;Hunter Greaves;Fighter;;armor;;bo;str;2;4
bo_ra_gr_bl_f_g_c_fin;o_str;v_f_bo_s;rare;;Hunter Greaves;Fighter;;armor;;bo;str;5;8
bo_ra_gr_fp_f_g_c_fin;base;v_f_bo_s;rare;;Steel Greaves;Fighter;;armor;;bo;str;1;7
bo_ra_gr_fp_f_g_c_fin;c_str;v_f_bo_s;rare;;Steel Greaves;Fighter;;armor;;bo;str;9;16
bo_ra_gr_fp_f_g_c_fin;o_fin;v_f_bo_s;rare;;Steel Greaves;Fighter;;armor;;bo;str;6;14
bo_ra_gr_fp_f_g_c_fin;o_str;v_f_bo_s;rare;;Steel Greaves;Fighter;;armor;;bo;str;12;19
bo_un_bo_br_f_bone;base;v_f_bo_s;unique;;Bone Boots;Fighter;;armor;;bo;str;6;25
bo_un_bo_br_f_spider;base;v_f_bo_s;unique;;Black Widow Greaves;Fighter;;armor;;bo;str;4;22
bo_un_bo_ch_r_green;base;v_r_amr_s;unique;;Woodland Boots;Ranger;;armor;;bo;str;8;34
bo_un_bo_pl_f_crytstal;base;v_f_bo_s;unique;;Crystal Boots;Fighter;;armor;;bo;str;9;36
bo_un_bo_ro_m_molten;base;v_f_bo_s;unique;;Molten Boots;Fighter;;armor;;bo;str;5;42
bo_un_bo_sc_f_dragon;base;v_f_bo_s;unique;;Serpentine Boots;Fighter;;armor;;bo;str;12;40
bo_un_bo_sl_f_barbarian;base;v_f_bo_s;unique;;Olaf's Boots;Fighter;;armor;;bo;;3;20
gl_ga_ba_f_g_c_avg;base;v_f_gl_n;;;Banded Gauntlets;Fighter;;armor;;gl;str;0;0
gl_ga_ba_f_g_c_avg;c_fin;v_f_gl_n;;;Banded Gauntlets;Fighter;;armor;;gl;str;2;5
gl_ga_ba_f_g_c_avg;c_mag;v_f_gl_n;;;Banded Gauntlets;Fighter;;armor;;gl;str;12;16
gl_ga_ba_f_g_c_avg;c_str;v_f_gl_n;;;Banded Gauntlets;Fighter;;armor;;gl;str;7;13
gl_ga_ba_f_g_c_avg;o_avg;v_f_gl_n;;;Banded Gauntlets;Fighter;;armor;;gl;str;2;7
gl_ga_ba_f_g_c_avg;o_fin;v_f_gl_n;;;Banded Gauntlets;Fighter;;armor;;gl;str;5;11
gl_ga_ba_f_g_c_avg;o_mag;v_f_gl_n;;;Banded Gauntlets;Fighter;;armor;;gl;str;14;19
gl_ga_ba_f_g_c_avg;o_str;v_f_gl_n;;;Banded Gauntlets;Fighter;;armor;;gl;str;10;15
gl_ga_bl_f_g_c_avg;base;v_f_gl_n;;;Boiled Leather Gauntlets;Fighter;;armor;;gl;str;0;0
gl_ga_bl_f_g_c_avg;c_fin;v_f_gl_n;;;Boiled Leather Gauntlets;Fighter;;armor;;gl;str;1;2
gl_ga_bl_f_g_c_avg;c_mag;v_f_gl_n;;;Boiled Leather Gauntlets;Fighter;;armor;;gl;str;7;10
gl_ga_bl_f_g_c_avg;c_str;v_f_gl_n;;;Boiled Leather Gauntlets;Fighter;;armor;;gl;str;4;7
gl_ga_bl_f_g_c_avg;o_avg;v_f_gl_n;;;Boiled Leather Gauntlets;Fighter;;armor;;gl;str;1;3
gl_ga_bl_f_g_c_avg;o_fin;v_f_gl_n;;;Boiled Leather Gauntlets;Fighter;;armor;;gl;str;3;5
gl_ga_bl_f_g_c_avg;o_mag;v_f_gl_n;;;Boiled Leather Gauntlets;Fighter;;armor;;gl;str;9;12
gl_ga_bl_f_g_c_avg;o_str;v_f_gl_n;;;Boiled Leather Gauntlets;Fighter;;armor;;gl;str;6;9
gl_ga_br_f_g_c_avg;base;v_f_gl_n;;;Brigandine Gauntlets;Fighter;;armor;;gl;str;0;0
gl_ga_br_f_g_c_avg;c_fin;v_f_gl_n;;;Brigandine Gauntlets;Fighter;;armor;;gl;str;1;2
gl_ga_br_f_g_c_avg;c_mag;v_f_gl_n;;;Brigandine Gauntlets;Fighter;;armor;;gl;str;8;11
gl_ga_br_f_g_c_avg;c_str;v_f_gl_n;;;Brigandine Gauntlets;Fighter;;armor;;gl;str;4;8
gl_ga_br_f_g_c_avg;o_avg;v_f_gl_n;;;Brigandine Gauntlets;Fighter;;armor;;gl;str;1;4
gl_ga_br_f_g_c_avg;o_fin;v_f_gl_n;;;Brigandine Gauntlets;Fighter;;armor;;gl;str;3;6
gl_ga_br_f_g_c_avg;o_mag;v_f_gl_n;;;Brigandine Gauntlets;Fighter;;armor;;gl;str;10;13
gl_ga_br_f_g_c_avg;o_str;v_f_gl_n;;;Brigandine Gauntlets;Fighter;;armor;;gl;str;6;9
gl_ga_fp_f_g_c_avg;base;v_f_gl_n;;;Full Plate Gauntlets;Fighter;;armor;;gl;str;0;2
gl_ga_fp_f_g_c_avg;c_fin;v_f_gl_n;;;Full Plate Gauntlets;Fighter;;armor;;gl;str;1;6
gl_ga_fp_f_g_c_avg;c_mag;v_f_gl_n;;;Full Plate Gauntlets;Fighter;;armor;;gl;str;15;20
gl_ga_fp_f_g_c_avg;c_str;v_f_gl_n;;;Full Plate Gauntlets;Fighter;;armor;;gl;str;9;16
gl_ga_fp_f_g_c_avg;o_avg;v_f_gl_n;;;Full Plate Gauntlets;Fighter;;armor;;gl;str;4;10
gl_ga_fp_f_g_c_avg;o_fin;v_f_gl_n;;;Full Plate Gauntlets;Fighter;;armor;;gl;str;6;13
gl_ga_fp_f_g_c_avg;o_mag;v_f_gl_n;;;Full Plate Gauntlets;Fighter;;armor;;gl;str;17;24
gl_ga_fp_f_g_c_avg;o_str;v_f_gl_n;;;Full Plate Gauntlets;Fighter;;armor;;gl;str;12;18
gl_ga_sc_f_g_c_avg;base;v_f_gl_n;;;Scale Gauntlets;Fighter;;armor;;gl;str;0;0
gl_ga_sc_f_g_c_avg;c_fin;v_f_gl_n;;;Scale Gauntlets;Fighter;;armor;;gl;str;1;3
gl_ga_sc_f_g_c_avg;c_mag;v_f_gl_n;;;Scale Gauntlets;Fighter;;armor;;gl;str;9;13
gl_ga_sc_f_g_c_avg;c_str;v_f_gl_n;;;Scale Gauntlets;Fighter;;armor;;gl;str;5;9
gl_ga_sc_f_g_c_avg;o_avg;v_f_gl_n;;;Scale Gauntlets;Fighter;;armor;;gl;str;2;5
gl_ga_sc_f_g_c_avg;o_fin;v_f_gl_n;;;Scale Gauntlets;Fighter;;armor;;gl;str;4;7
gl_ga_sc_f_g_c_avg;o_mag;v_f_gl_n;;;Scale Gauntlets;Fighter;;armor;;gl;str;11;15
gl_ga_sc_f_g_c_avg;o_str;v_f_gl_n;;;Scale Gauntlets;Fighter;;armor;;gl;str;7;11
gl_gl_bl_f_g_c_avg;base;v_f_gl_n;;;Boiled Leather Gloves;Fighter;;armor;;gl;str;0;0
gl_gl_bl_f_g_c_avg;c_fin;v_f_gl_n;;;Boiled Leather Gloves;Fighter;;armor;;gl;str;1;3
gl_gl_bl_f_g_c_avg;c_mag;v_f_gl_n;;;Boiled Leather Gloves;Fighter;;armor;;gl;str;6;8
gl_gl_bl_f_g_c_avg;c_str;v_f_gl_n;;;Boiled Leather Gloves;Fighter;;armor;;gl;str;3;5
gl_gl_bl_f_g_c_avg;o_avg;v_f_gl_n;;;Boiled Leather Gloves;Fighter;;armor;;gl;str;2;3
gl_gl_bl_f_g_c_avg;o_fin;v_f_gl_n;;;Boiled Leather Gloves;Fighter;;armor;;gl;str;2;4
gl_gl_bl_f_g_c_avg;o_mag;v_f_gl_n;;;Boiled Leather Gloves;Fighter;;armor;;gl;str;7;8
gl_gl_bl_f_g_c_avg;o_str;v_f_gl_n;;;Boiled Leather Gloves;Fighter;;armor;;gl;str;4;6
gl_gl_br_f_g_c_avg;base;v_f_gl_n;;;Brigandine Gloves;Fighter;;armor;;gl;str;0;0
gl_gl_br_f_g_c_avg;c_fin;v_f_gl_n;;;Brigandine Gloves;Fighter;;armor;;gl;str;1;2
gl_gl_br_f_g_c_avg;c_mag;v_f_gl_n;;;Brigandine Gloves;Fighter;;armor;;gl;str;7;10
gl_gl_br_f_g_c_avg;c_str;v_f_gl_n;;;Brigandine Gloves;Fighter;;armor;;gl;str;4;7
gl_gl_br_f_g_c_avg;o_avg;v_f_gl_n;;;Brigandine Gloves;Fighter;;armor;;gl;str;1;3
gl_gl_br_f_g_c_avg;o_fin;v_f_gl_n;;;Brigandine Gloves;Fighter;;armor;;gl;str;3;5
gl_gl_br_f_g_c_avg;o_mag;v_f_gl_n;;;Brigandine Gloves;Fighter;;armor;;gl;str;9;12
gl_gl_br_f_g_c_avg;o_str;v_f_gl_n;;;Brigandine Gloves;Fighter;;armor;;gl;str;6;9
gl_gl_ch_f_g_c_avg;base;v_f_gl_n;;;Chain Gloves;Fighter;;armor;;gl;str;0;1
gl_gl_ch_f_g_c_avg;c_fin;v_f_gl_n;;;Chain Gloves;Fighter;;armor;;gl;str;1;3
gl_gl_ch_f_g_c_avg;c_mag;v_f_gl_n;;;Chain Gloves;Fighter;;armor;;gl;str;11;15
gl_gl_ch_f_g_c_avg;c_str;v_f_gl_n;;;Chain Gloves;Fighter;;armor;;gl;str;6;10
gl_gl_ch_f_g_c_avg;o_avg;v_f_gl_n;;;Chain Gloves;Fighter;;armor;;gl;str;2;6
gl_gl_ch_f_g_c_avg;o_fin;v_f_gl_n;;;Chain Gloves;Fighter;;armor;;gl;str;4;8
gl_gl_ch_f_g_c_avg;o_mag;v_f_gl_n;;;Chain Gloves;Fighter;;armor;;gl;str;13;18
gl_gl_ch_f_g_c_avg;o_str;v_f_gl_n;;;Chain Gloves;Fighter;;armor;;gl;str;8;13
gl_gl_le_f_g_c_avg;base;v_f_gl_n;;;Leather Gloves;Fighter;;armor;;gl;;0;0
gl_gl_le_f_g_c_avg;c_fin;v_f_gl_n;;;Leather Gloves;Fighter;;armor;;gl;str;1;2
gl_gl_le_f_g_c_avg;c_mag;v_f_gl_n;;;Leather Gloves;Fighter;;armor;;gl;str;5;6
gl_gl_le_f_g_c_avg;c_str;v_f_gl_n;;;Leather Gloves;Fighter;;armor;;gl;str;2;4
gl_gl_le_f_g_c_avg;o_avg;v_f_gl_n;;;Leather Gloves;Fighter;;armor;;gl;str;1;2
gl_gl_le_f_g_c_avg;o_fin;v_f_gl_n;;;Leather Gloves;Fighter;;armor;;gl;str;1;3
gl_gl_le_f_g_c_avg;o_mag;v_f_gl_n;;;Leather Gloves;Fighter;;armor;;gl;str;6;7
gl_gl_le_f_g_c_avg;o_str;v_f_gl_n;;;Leather Gloves;Fighter;;armor;;gl;str;4;5
gl_gl_sc_f_g_c_avg;base;v_f_gl_n;;;Scale Gloves;Fighter;;armor;;gl;str;0;0
gl_gl_sc_f_g_c_avg;c_fin;v_f_gl_n;;;Scale Gloves;Fighter;;armor;;gl;str;1;3
gl_gl_sc_f_g_c_avg;c_mag;v_f_gl_n;;;Scale Gloves;Fighter;;armor;;gl;str;8;11
gl_gl_sc_f_g_c_avg;c_str;v_f_gl_n;;;Scale Gloves;Fighter;;armor;;gl;str;4;8
gl_gl_sc_f_g_c_avg;o_avg;v_f_gl_n;;;Scale Gloves;Fighter;;armor;;gl;str;1;4
gl_gl_sc_f_g_c_avg;o_fin;v_f_gl_n;;;Scale Gloves;Fighter;;armor;;gl;str;3;6
gl_gl_sc_f_g_c_avg;o_mag;v_f_gl_n;;;Scale Gloves;Fighter;;armor;;gl;str;10;13
gl_gl_sc_f_g_c_avg;o_str;v_f_gl_n;;;Scale Gloves;Fighter;;armor;;gl;str;6;9
gl_gl_sl_f_g_c_avg;base;v_f_gl_n;;;Studded Leather Gloves;Fighter;;armor;;gl;str;0;0
gl_gl_sl_f_g_c_avg;c_fin;v_f_gl_n;;;Studded Leather Gloves;Fighter;;armor;;gl;str;1;2
gl_gl_sl_f_g_c_avg;c_mag;v_f_gl_n;;;Studded Leather Gloves;Fighter;;armor;;gl;str;5;7
gl_gl_sl_f_g_c_avg;c_str;v_f_gl_n;;;Studded Leather Gloves;Fighter;;armor;;gl;str;3;5
gl_gl_sl_f_g_c_avg;o_avg;v_f_gl_n;;;Studded Leather Gloves;Fighter;;armor;;gl;str;1;3
gl_gl_sl_f_g_c_avg;o_fin;v_f_gl_n;;;Studded Leather Gloves;Fighter;;armor;;gl;str;2;3
gl_gl_sl_f_g_c_avg;o_mag;v_f_gl_n;;;Studded Leather Gloves;Fighter;;armor;;gl;str;6;8
gl_gl_sl_f_g_c_avg;o_str;v_f_gl_n;;;Studded Leather Gloves;Fighter;;armor;;gl;str;4;6
gl_ra_ga_ba_f_g_c_fin;base;v_f_gl_s;rare;;Solar Gauntlets;Fighter;;armor;;gl;str;2;5
gl_ra_ga_ba_f_g_c_fin;c_mag;v_f_gl_s;rare;;Solar Gauntlets;Fighter;;armor;;gl;str;12;17
gl_ra_ga_ba_f_g_c_fin;c_str;v_f_gl_s;rare;;Solar Gauntlets;Fighter;;armor;;gl;str;7;14
gl_ra_ga_ba_f_g_c_fin;o_fin;v_f_gl_s;rare;;Solar Gauntlets;Fighter;;armor;;gl;str;5;11
gl_ra_ga_ba_f_g_c_fin;o_str;v_f_gl_s;rare;;Solar Gauntlets;Fighter;;armor;;gl;str;10;15
gl_ra_ga_bl_f_g_c_fin;base;v_f_gl_s;rare;;Zenith Gauntlets;Fighter;;armor;;gl;str;1;3
gl_ra_ga_bl_f_g_c_fin;o_fin;v_f_gl_s;rare;;Zenith Gauntlets;Fighter;;armor;;gl;str;3;6
gl_ra_ga_br_f_g_c_fin;base;v_f_gl_s;rare;;Spectral Gauntlets;Fighter;;armor;;gl;str;1;3
gl_ra_ga_br_f_g_c_fin;o_fin;v_f_gl_s;rare;;Spectral Gauntlets;Fighter;;armor;;gl;str;3;7
gl_ra_ga_br_f_g_c_fin;o_mag;v_f_gl_s;rare;;Spectral Gauntlets;Fighter;;armor;;gl;str;10;14
gl_ra_ga_fp_f_g_o_avg;base;v_f_gl_s;rare;;Chief Gauntlets;Fighter;;armor;;gl;str;8;15
gl_ra_ga_fp_f_g_o_avg;c_fin;v_f_gl_s;rare;;Chief Gauntlets;Fighter;;armor;;gl;str;8;21
gl_ra_ga_fp_f_g_o_avg;c_str;v_f_gl_s;rare;;Chief Gauntlets;Fighter;;armor;;gl;str;13;71
gl_ra_ga_fp_f_g_o_avg;o_fin;v_f_gl_s;rare;;Chief Gauntlets;Fighter;;armor;;gl;str;11;49
gl_ra_ga_fp_f_g_o_avg;o_str;v_f_gl_s;rare;;Chief Gauntlets;Fighter;;armor;;gl;str;15;112
gl_ra_ga_sc_f_g_c_fin;base;v_f_gl_s;rare;;Terrestrial Gauntlets;Fighter;;armor;;gl;str;1;4
gl_ra_ga_sc_f_g_c_fin;o_fin;v_f_gl_s;rare;;Terrestrial Gauntlets;Fighter;;armor;;gl;str;4;8
gl_ra_gl_bl_f_g_c_fin;base;v_f_gl_s;rare;;Marshal Gloves;Fighter;;armor;;gl;str;2;4
gl_ra_gl_bl_f_g_c_fin;o_fin;v_f_gl_s;rare;;Marshal Gloves;Fighter;;armor;;gl;str;2;5
gl_ra_gl_br_f_g_c_fin;base;v_f_gl_s;rare;;Lunar Gloves;Fighter;;armor;;gl;str;1;2
gl_ra_gl_br_f_g_c_fin;o_fin;v_f_gl_s;rare;;Lunar Gloves;Fighter;;armor;;gl;str;3;6
gl_ra_gl_br_f_g_c_fin;o_mag;v_f_gl_s;rare;;Lunar Gloves;Fighter;;armor;;gl;str;10;13
gl_ra_gl_br_f_g_c_fin;o_str;v_f_gl_s;rare;;Lunar Gloves;Fighter;;armor;;gl;str;6;9
gl_ra_gl_ch_f_g_c_fin;base;v_f_gl_s;rare;;Sultan Gloves;Fighter;;armor;;gl;str;1;4
